tweet_id,retweet_count,favorite_count,created_at
873213775632977920,1327,6295,2017-06-09 16:22:42+00:00
872967104147763200,4544,23962,2017-06-09 00:02:31+00:00
872820683541237760,3157,13014,2017-06-08 14:20:41+00:00
872620804844003328,3058,18254,2017-06-08 01:06:27+00:00
872486979161796608,7682,35967,2017-06-07 16:14:40+00:00
872122724285648897,6804,30082,2017-06-06 16:07:15+00:00
871879754684805121,9211,32947,2017-06-06 00:01:46+00:00
871762521631449091,2958,17801,2017-06-05 16:15:56+00:00
871515927908634625,2924,17838,2017-06-04 23:56:03+00:00
871166179821445120,4878,0,2017-06-04 00:46:17+00:00
871102520638267392,4652,18476,2017-06-03 20:33:19+00:00
871032628920680449,3213,20081,2017-06-03 15:55:36+00:00
870804317367881728,5264,29690,2017-06-03 00:48:22+00:00
870726314365509632,3,105,2017-06-02 19:38:25+00:00
870656317836468226,2190,10851,2017-06-02 15:00:16+00:00
870374049280663552,22655,73679,2017-06-01 20:18:38+00:00
870308999962521604,3534,19405,2017-06-01 16:00:09+00:00
870063196459192321,7050,32297,2017-05-31 23:43:25+00:00
869772420881756160,8659,37864,2017-05-31 04:27:59+00:00
869702957897576449,5363,24960,2017-05-30 23:51:58+00:00
869596645499047938,2629,14134,2017-05-30 16:49:31+00:00
869227993411051520,3188,18072,2017-05-29 16:24:37+00:00
868880397819494401,12201,57694,2017-05-28 17:23:24+00:00
868639477480148993,1742,0,2017-05-28 01:26:04+00:00
868622495443632128,4444,23550,2017-05-28 00:18:35+00:00
868552278524837888,1742,8926,2017-05-27 19:39:34+00:00
867900495410671616,3554,21511,2017-05-26 00:29:37+00:00
867774946302451713,6229,30134,2017-05-25 16:10:44+00:00
867421006826221569,2109,14284,2017-05-24 16:44:18+00:00
867072653475098625,100,0,2017-05-23 17:40:04+00:00
867051520902168576,6755,28590,2017-05-23 16:16:06+00:00
866720684873056260,4118,17803,2017-05-22 18:21:28+00:00
866686824827068416,2953,17057,2017-05-22 16:06:55+00:00
866450705531457537,30055,108427,2017-05-22 00:28:40+00:00
866334964761202691,12159,46405,2017-05-21 16:48:45+00:00
866094527597207552,7132,0,2017-05-21 00:53:21+00:00
865718153858494464,4814,22842,2017-05-19 23:57:46+00:00
865359393868664832,4270,23494,2017-05-19 00:12:11+00:00
865006731092295680,6634,24942,2017-05-18 00:50:50+00:00
864873206498414592,7475,28735,2017-05-17 16:00:15+00:00
864279568663928832,2571,13023,2017-05-16 00:41:21+00:00
864197398364647424,7554,26531,2017-05-15 19:14:50+00:00
863907417377173506,3577,18359,2017-05-15 00:02:33+00:00
863553081350529029,3612,13625,2017-05-14 00:34:33+00:00
863471782782697472,2084,0,2017-05-13 19:11:30+00:00
863432100342583297,4542,21214,2017-05-13 16:33:49+00:00
863427515083354112,80,1956,2017-05-13 16:15:35+00:00
863079547188785154,949,7863,2017-05-12 17:12:53+00:00
863062471531167744,2084,7495,2017-05-12 16:05:02+00:00
862831371563274240,4442,17163,2017-05-12 00:46:44+00:00
862722525377298433,3075,15272,2017-05-11 17:34:13+00:00
862457590147678208,4231,18202,2017-05-11 00:01:27+00:00
862096992088072192,19903,65955,2017-05-10 00:08:34+00:00
861383897657036800,9228,32172,2017-05-08 00:54:59+00:00
861288531465048066,3574,15294,2017-05-07 18:36:02+00:00
861005113778896900,3319,14939,2017-05-06 23:49:50+00:00
860981674716409858,1850,0,2017-05-06 22:16:42+00:00
860924035999428608,675,0,2017-05-06 18:27:40+00:00
860563773140209665,1850,6698,2017-05-05 18:36:06+00:00
860524505164394496,4582,21175,2017-05-05 16:00:04+00:00
860276583193509888,3056,16517,2017-05-04 23:34:55+00:00
860184849394610176,5103,14960,2017-05-04 17:30:24+00:00
860177593139703809,26608,0,2017-05-04 17:01:34+00:00
859924526012018688,3573,17550,2017-05-04 00:15:58+00:00
859851578198683649,3057,13942,2017-05-03 19:26:06+00:00
859607811541651456,1360,16773,2017-05-03 03:17:27+00:00
859196978902773760,26174,80138,2017-05-02 00:04:57+00:00
859074603037188101,11919,30315,2017-05-01 15:58:40+00:00
858860390427611136,7049,0,2017-05-01 01:47:28+00:00
858843525470990336,3018,14082,2017-05-01 00:40:27+00:00
858471635011153920,4240,19416,2017-04-30 00:02:42+00:00
858107933456039936,2532,14178,2017-04-28 23:57:28+00:00
857989990357356544,2259,14446,2017-04-28 16:08:49+00:00
857746408056729600,9311,30685,2017-04-28 00:00:54+00:00
857393404942143489,1437,5291,2017-04-27 00:38:11+00:00
857263160327368704,3960,18198,2017-04-26 16:00:39+00:00
857214891891077121,16,204,2017-04-26 12:48:51+00:00
857062103051644929,146,0,2017-04-26 02:41:43+00:00
857029823797047296,3471,16988,2017-04-26 00:33:27+00:00
856543823941562368,2534,14778,2017-04-24 16:22:16+00:00
856526610513747968,1651,10797,2017-04-24 15:13:52+00:00
856288084350160898,15,487,2017-04-23 23:26:03+00:00
856282028240666624,5564,25142,2017-04-23 23:01:59+00:00
855862651834028034,21,301,2017-04-22 19:15:32+00:00
855860136149123072,849,4397,2017-04-22 19:05:32+00:00
855857698524602368,1853,10830,2017-04-22 18:55:51+00:00
855851453814013952,16075,41784,2017-04-22 18:31:02+00:00
855818117272018944,4797,24214,2017-04-22 16:18:34+00:00
855459453768019968,7281,27014,2017-04-21 16:33:22+00:00
855245323840757760,5246,0,2017-04-21 02:22:29+00:00
855138241867124737,36,0,2017-04-20 19:16:59+00:00
854732716440526848,5326,20602,2017-04-19 16:25:34+00:00
854482394044301312,6000,26474,2017-04-18 23:50:52+00:00
854365224396361728,4132,17149,2017-04-18 16:05:17+00:00
854120357044912130,6570,29121,2017-04-17 23:52:16+00:00
854010172552949760,2784,14793,2017-04-17 16:34:26+00:00
853760880890318849,5103,25996,2017-04-17 00:03:50+00:00
853639147608842240,8834,31438,2017-04-16 16:00:07+00:00
853299958564483072,3160,14122,2017-04-15 17:32:18+00:00
852936405516943360,1782,0,2017-04-14 17:27:40+00:00
852912242202992640,1591,8228,2017-04-14 15:51:39+00:00
852672615818899456,1904,13610,2017-04-13 23:59:28+00:00
852553447878664193,3100,14850,2017-04-13 16:05:56+00:00
852311364735569921,8839,30274,2017-04-13 00:03:59+00:00
852226086759018497,6071,18288,2017-04-12 18:25:07+00:00
852189679701164033,1414,10556,2017-04-12 16:00:27+00:00
851591660324737024,3118,14913,2017-04-11 00:24:08+00:00
851464819735769094,6290,22216,2017-04-10 16:00:07+00:00
851224888060895234,5157,18983,2017-04-10 00:06:42+00:00
850753642995093505,8052,28049,2017-04-08 16:54:09+00:00
850380195714523136,2325,12041,2017-04-07 16:10:12+00:00
850333567704068097,301,3180,2017-04-07 13:04:55+00:00
850145622816686080,3385,14996,2017-04-07 00:38:06+00:00
850019790995546112,4354,18726,2017-04-06 16:18:05+00:00
849776966551130114,6795,27848,2017-04-06 00:13:11+00:00
849668094696017920,4432,0,2017-04-05 17:00:34+00:00
849412302885593088,2822,14644,2017-04-05 00:04:08+00:00
849336543269576704,1683,10526,2017-04-04 19:03:06+00:00
849051919805034497,7602,38883,2017-04-04 00:12:06+00:00
848690551926992896,3913,23206,2017-04-03 00:16:10+00:00
848324959059550208,4134,22756,2017-04-02 00:03:26+00:00
848213670039564288,644,7525,2017-04-01 16:41:12+00:00
848212111729840128,2711,15002,2017-04-01 16:35:01+00:00
847978865427394560,2913,0,2017-04-01 01:08:10+00:00
847971574464610304,394,0,2017-04-01 00:39:12+00:00
847962785489326080,4559,21686,2017-04-01 00:04:17+00:00
847842811428974592,1186,5001,2017-03-31 16:07:33+00:00
847617282490613760,376,6458,2017-03-31 01:11:22+00:00
847606175596138505,3075,17313,2017-03-31 00:27:14+00:00
847251039262605312,3907,18912,2017-03-30 00:56:03+00:00
847157206088847362,5242,18331,2017-03-29 18:43:12+00:00
847116187444137987,2869,19830,2017-03-29 16:00:12+00:00
846874817362120707,3541,18576,2017-03-29 00:01:05+00:00
846514051647705089,10346,41054,2017-03-28 00:07:32+00:00
846505985330044928,2752,13029,2017-03-27 23:35:28+00:00
846153765933735936,8145,29009,2017-03-27 00:15:53+00:00
846139713627017216,9141,28730,2017-03-26 23:20:02+00:00
846042936437604353,2581,14770,2017-03-26 16:55:29+00:00
845812042753855489,7843,26933,2017-03-26 01:38:00+00:00
845677943972139009,4371,23371,2017-03-25 16:45:08+00:00
845397057150107648,1616,7064,2017-03-24 22:08:59+00:00
845306882940190720,4844,21559,2017-03-24 16:10:40+00:00
845098359547420673,6924,0,2017-03-24 02:22:04+00:00
844979544864018432,2306,12636,2017-03-23 18:29:57+00:00
844973813909606400,2840,13898,2017-03-23 18:07:10+00:00
844580511645339650,2806,15259,2017-03-22 16:04:20+00:00
844223788422217728,1985,12678,2017-03-21 16:26:50+00:00
843981021012017153,2697,14072,2017-03-21 00:22:10+00:00
843856843873095681,4160,19910,2017-03-20 16:08:44+00:00
843604394117681152,2475,15647,2017-03-19 23:25:35+00:00
843235543001513987,5384,19915,2017-03-18 22:59:54+00:00
842846295480000512,3311,14188,2017-03-17 21:13:10+00:00
842765311967449089,1175,6278,2017-03-17 15:51:22+00:00
842535590457499648,3165,16864,2017-03-17 00:38:32+00:00
842163532590374912,5246,22667,2017-03-16 00:00:07+00:00
842115215311396866,2754,13000,2017-03-15 20:48:07+00:00
841833993020538882,13527,0,2017-03-15 02:10:39+00:00
841680585030541313,7138,23976,2017-03-14 16:01:03+00:00
841439858740625411,3305,11695,2017-03-14 00:04:30+00:00
841320156043304961,5009,18376,2017-03-13 16:08:50+00:00
841314665196081154,4223,14705,2017-03-13 15:47:01+00:00
841077006473256960,4878,21293,2017-03-13 00:02:39+00:00
840761248237133825,1619,0,2017-03-12 03:07:56+00:00
840728873075638272,14563,0,2017-03-12 00:59:17+00:00
840698636975636481,2,163,2017-03-11 22:59:09+00:00
840696689258311684,889,11442,2017-03-11 22:51:24+00:00
840632337062862849,1619,8404,2017-03-11 18:35:42+00:00
840370681858686976,4170,15292,2017-03-11 01:15:58+00:00
840268004936019968,5204,17837,2017-03-10 18:27:58+00:00
839990271299457024,2063,12493,2017-03-10 00:04:21+00:00
839549326359670784,7049,25511,2017-03-08 18:52:12+00:00
839290600511926273,132,0,2017-03-08 01:44:07+00:00
839239871831150596,5918,25155,2017-03-07 22:22:32+00:00
838952994649550848,3655,18318,2017-03-07 03:22:35+00:00
838921590096166913,1852,10386,2017-03-07 01:17:48+00:00
838916489579200512,31,0,2017-03-07 00:57:32+00:00
838831947270979586,9997,0,2017-03-06 19:21:35+00:00
838561493054533637,1229,10225,2017-03-06 01:26:54+00:00
838476387338051585,4331,20915,2017-03-05 19:48:43+00:00
838201503651401729,9156,0,2017-03-05 01:36:26+00:00
838150277551247360,301,1565,2017-03-04 22:12:52+00:00
838085839343206401,1,133,2017-03-04 17:56:49+00:00
838083903487373313,2830,16411,2017-03-04 17:49:08+00:00
837820167694528512,7132,31747,2017-03-04 00:21:08+00:00
837482249356513284,405,3593,2017-03-03 01:58:22+00:00
837471256429613056,2058,11956,2017-03-03 01:14:41+00:00
837110210464448512,2173,15036,2017-03-02 01:20:01+00:00
836989968035819520,2107,11915,2017-03-01 17:22:13+00:00
836753516572119041,4254,18076,2017-03-01 01:42:39+00:00
836677758902222849,2019,11803,2017-02-28 20:41:37+00:00
836648853927522308,506,0,2017-02-28 18:46:45+00:00
836397794269200385,25006,0,2017-02-28 02:09:08+00:00
836380477523124226,2745,13873,2017-02-28 01:00:19+00:00
836260088725786625,3974,19898,2017-02-27 17:01:56+00:00
836001077879255040,3879,17840,2017-02-26 23:52:43+00:00
835685285446955009,7403,0,2017-02-26 02:57:52+00:00
835574547218894849,3290,16600,2017-02-25 19:37:50+00:00
835536468978302976,1539,0,2017-02-25 17:06:32+00:00
835309094223372289,19106,0,2017-02-25 02:03:02+00:00
835297930240217089,2733,15394,2017-02-25 01:18:40+00:00
835264098648616962,1539,7213,2017-02-24 23:04:14+00:00
835246439529840640,63,1987,2017-02-24 21:54:03+00:00
835172783151792128,5284,24505,2017-02-24 17:01:22+00:00
835152434251116546,2755,20874,2017-02-24 15:40:31+00:00
834931633769889797,1486,10075,2017-02-24 01:03:08+00:00
834786237630337024,5102,20156,2017-02-23 15:25:23+00:00
834574053763584002,2308,12778,2017-02-23 01:22:14+00:00
834477809192075265,9742,0,2017-02-22 18:59:48+00:00
834458053273591808,1543,9012,2017-02-22 17:41:18+00:00
834209720923721728,4316,19204,2017-02-22 01:14:30+00:00
834167344700198914,3353,14796,2017-02-21 22:26:07+00:00
834089966724603904,1960,9421,2017-02-21 17:18:39+00:00
834086379323871233,2037,12209,2017-02-21 17:04:24+00:00
833863086058651648,2204,12580,2017-02-21 02:17:06+00:00
833826103416520705,3482,17028,2017-02-20 23:50:09+00:00
833732339549220864,203,0,2017-02-20 17:37:34+00:00
833722901757046785,2991,19619,2017-02-20 17:00:04+00:00
833479644947025920,1881,13964,2017-02-20 00:53:27+00:00
833124694597443584,4432,18937,2017-02-19 01:23:00+00:00
832998151111966721,2007,12396,2017-02-18 17:00:10+00:00
832769181346996225,38,0,2017-02-18 01:50:19+00:00
832757312314028032,3313,15807,2017-02-18 01:03:09+00:00
832682457690300417,2658,11115,2017-02-17 20:05:43+00:00
832645525019123713,484,2730,2017-02-17 17:38:57+00:00
832636094638288896,2553,14853,2017-02-17 17:01:29+00:00
832397543355072512,2034,11207,2017-02-17 01:13:34+00:00
832369877331693569,2913,16036,2017-02-16 23:23:38+00:00
832273440279240704,2139,10625,2017-02-16 17:00:25+00:00
832215909146226688,5704,0,2017-02-16 13:11:49+00:00
832215726631055365,8563,0,2017-02-16 13:11:05+00:00
832088576586297345,2,58,2017-02-16 04:45:50+00:00
832040443403784192,8796,0,2017-02-16 01:34:34+00:00
832032802820481025,4289,16724,2017-02-16 01:04:13+00:00
831939777352105988,5642,22420,2017-02-15 18:54:34+00:00
831926988323639298,34,319,2017-02-15 18:03:45+00:00
831911600680497154,5955,25757,2017-02-15 17:02:36+00:00
831670449226514432,1685,9760,2017-02-15 01:04:21+00:00
831650051525054464,1782,6664,2017-02-14 23:43:18+00:00
831552930092285952,2153,8430,2017-02-14 17:17:22+00:00
831322785565769729,1438,8734,2017-02-14 02:02:51+00:00
831315979191906304,1035,6162,2017-02-14 01:35:49+00:00
831309418084069378,2256,11059,2017-02-14 01:09:44+00:00
831262627380748289,1883,11118,2017-02-13 22:03:49+00:00
830956169170665475,1373,7485,2017-02-13 01:46:03+00:00
830583320585068544,15365,62191,2017-02-12 01:04:29+00:00
830173239259324417,5225,0,2017-02-10 21:54:58+00:00
830097400375152640,2686,9122,2017-02-10 16:53:37+00:00
829878982036299777,4588,0,2017-02-10 02:25:42+00:00
829861396166877184,1789,11480,2017-02-10 01:15:49+00:00
829501995190984704,9742,29803,2017-02-09 01:27:41+00:00
829449946868879360,1854,9840,2017-02-08 22:00:52+00:00
829141528400556032,6745,22838,2017-02-08 01:35:19+00:00
829011960981237760,15053,50130,2017-02-07 17:00:28+00:00
828801551087042563,3149,0,2017-02-07 03:04:22+00:00
828770345708580865,5378,24005,2017-02-07 01:00:22+00:00
828708714936930305,10287,34123,2017-02-06 20:55:28+00:00
828650029636317184,1232,8922,2017-02-06 17:02:17+00:00
828409743546925057,1078,6023,2017-02-06 01:07:28+00:00
828408677031882754,1182,7225,2017-02-06 01:03:14+00:00
828381636999917570,2054,11819,2017-02-05 23:15:47+00:00
828376505180889089,990,6965,2017-02-05 22:55:23+00:00
828372645993398273,2720,11833,2017-02-05 22:40:03+00:00
828361771580813312,165,2061,2017-02-05 21:56:51+00:00
828046555563323392,2646,11022,2017-02-05 01:04:17+00:00
828011680017821696,1981,9745,2017-02-04 22:45:42+00:00
827933404142436356,4812,18779,2017-02-04 17:34:40+00:00
827653905312006145,2787,14549,2017-02-03 23:04:02+00:00
827600520311402496,863,7046,2017-02-03 19:31:54+00:00
827324948884643840,2798,14901,2017-02-03 01:16:53+00:00
827199976799354881,2054,9972,2017-02-02 17:00:17+00:00
826958653328592898,4588,20241,2017-02-02 01:01:21+00:00
826848821049180160,9304,33937,2017-02-01 17:44:55+00:00
826615380357632002,3668,0,2017-02-01 02:17:19+00:00
826598799820865537,229,4836,2017-02-01 01:11:25+00:00
826598365270007810,2173,9413,2017-02-01 01:09:42+00:00
826476773533745153,3882,17316,2017-01-31 17:06:32+00:00
826240494070030336,2410,12485,2017-01-31 01:27:39+00:00
826204788643753985,855,4581,2017-01-30 23:05:46+00:00
826115272272650244,2857,14691,2017-01-30 17:10:04+00:00
825876512159186944,1733,9886,2017-01-30 01:21:19+00:00
825829644528148480,2324,11976,2017-01-29 22:15:05+00:00
825535076884762624,16299,53785,2017-01-29 02:44:34+00:00
825147591692263424,4160,17200,2017-01-28 01:04:51+00:00
825120256414846976,1165,0,2017-01-27 23:16:13+00:00
825026590719483904,1165,5882,2017-01-27 17:04:02+00:00
824796380199809024,5078,0,2017-01-27 01:49:15+00:00
824775126675836928,3259,14006,2017-01-27 00:24:48+00:00
824663926340194305,1635,9911,2017-01-26 17:02:56+00:00
824325613288833024,9853,11140,2017-01-25 18:38:36+00:00
824297048279236611,3552,14169,2017-01-25 16:45:05+00:00
824025158776213504,556,4564,2017-01-24 22:44:42+00:00
823939628516474880,2522,10028,2017-01-24 17:04:50+00:00
823719002937630720,10311,0,2017-01-24 02:28:08+00:00
823699002998870016,2329,13164,2017-01-24 01:08:40+00:00
823581115634085888,2433,12208,2017-01-23 17:20:14+00:00
823333489516937216,22,660,2017-01-23 00:56:15+00:00
823322678127919110,3703,14770,2017-01-23 00:13:17+00:00
823269594223824897,9184,0,2017-01-22 20:42:21+00:00
822975315408461824,3188,16323,2017-01-22 01:12:59+00:00
822872901745569793,39751,123569,2017-01-21 18:26:02+00:00
822859134160621569,2104,12408,2017-01-21 17:31:20+00:00
822647212903690241,5931,0,2017-01-21 03:29:14+00:00
822610361945911296,2720,13920,2017-01-21 01:02:48+00:00
822489057087389700,5931,17050,2017-01-20 17:00:46+00:00
822462944365645825,13078,26191,2017-01-20 15:17:01+00:00
822244816520155136,9184,32992,2017-01-20 00:50:15+00:00
822163064745328640,4352,0,2017-01-19 19:25:24+00:00
821886076407029760,2131,10639,2017-01-19 01:04:45+00:00
821813639212650496,3114,0,2017-01-18 20:16:54+00:00
821765923262631936,1553,7875,2017-01-18 17:07:18+00:00
821522889702862852,1625,7544,2017-01-18 01:01:34+00:00
821421320206483457,5107,0,2017-01-17 18:17:58+00:00
821407182352777218,3978,11056,2017-01-17 17:21:47+00:00
821153421864615936,8,234,2017-01-17 00:33:26+00:00
821149554670182400,1818,8077,2017-01-17 00:18:04+00:00
821107785811234820,1961,9034,2017-01-16 21:32:06+00:00
821044531881721856,2114,11898,2017-01-16 17:20:45+00:00
820837357901512704,6213,0,2017-01-16 03:37:31+00:00
820749716845686786,9156,29701,2017-01-15 21:49:15+00:00
820690176645140481,2990,11547,2017-01-15 17:52:40+00:00
820494788566847489,521,0,2017-01-15 04:56:16+00:00
820446719150292993,2383,0,2017-01-15 01:45:15+00:00
820314633777061888,521,3147,2017-01-14 17:00:24+00:00
820078625395449857,5762,18560,2017-01-14 01:22:35+00:00
820013781606658049,1079,0,2017-01-13 21:04:55+00:00
819952236453363712,1079,4998,2017-01-13 17:00:21+00:00
819924195358416896,4527,12188,2017-01-13 15:08:56+00:00
819711362133872643,2856,12561,2017-01-13 01:03:12+00:00
819588359383371776,1864,9118,2017-01-12 16:54:26+00:00
819347104292290561,1115,6801,2017-01-12 00:55:47+00:00
819238181065359361,378,2131,2017-01-11 17:42:57+00:00
819227688460238848,6213,21716,2017-01-11 17:01:16+00:00
819015337530290176,34415,0,2017-01-11 02:57:27+00:00
819015331746349057,17723,0,2017-01-11 02:57:26+00:00
819006400881917954,17723,42844,2017-01-11 02:21:57+00:00
819004803107983360,34415,82323,2017-01-11 02:15:36+00:00
818646164899774465,19359,0,2017-01-10 02:30:30+00:00
818627210458333184,7036,21151,2017-01-10 01:15:10+00:00
818614493328580609,2345,9268,2017-01-10 00:24:38+00:00
818588835076603904,5669,0,2017-01-09 22:42:41+00:00
818536468981415936,2263,10223,2017-01-09 19:14:36+00:00
818307523543449600,7420,0,2017-01-09 04:04:51+00:00
818259473185828864,2073,10367,2017-01-09 00:53:55+00:00
818145370475810820,2360,11584,2017-01-08 17:20:31+00:00
817908911860748288,738,4589,2017-01-08 01:40:55+00:00
817827839487737858,25006,48397,2017-01-07 20:18:46+00:00
817777686764523521,2513,10188,2017-01-07 16:59:28+00:00
817536400337801217,2719,11073,2017-01-07 01:00:41+00:00
817502432452313088,3130,0,2017-01-06 22:45:43+00:00
817423860136083457,13527,31727,2017-01-06 17:33:29+00:00
817415592588222464,885,5276,2017-01-06 17:00:38+00:00
817181837579653120,7832,0,2017-01-06 01:31:47+00:00
817171292965273600,1856,8278,2017-01-06 00:49:53+00:00
817120970343411712,2404,11497,2017-01-05 21:29:55+00:00
817056546584727552,1509,8103,2017-01-05 17:13:55+00:00
816829038950027264,4371,0,2017-01-05 02:09:53+00:00
816816676327063552,1885,9442,2017-01-05 01:20:46+00:00
816697700272001025,2046,9207,2017-01-04 17:27:59+00:00
816450570814898180,7420,28551,2017-01-04 01:05:59+00:00
816336735214911488,1793,8145,2017-01-03 17:33:39+00:00
816091915477250048,1978,8458,2017-01-03 01:20:49+00:00
816062466425819140,942,0,2017-01-02 23:23:48+00:00
816014286006976512,4861,0,2017-01-02 20:12:21+00:00
815990720817401858,942,4677,2017-01-02 18:38:42+00:00
815966073409433600,7832,21050,2017-01-02 17:00:46+00:00
815745968457060357,3840,0,2017-01-02 02:26:09+00:00
815736392542261248,2108,9281,2017-01-02 01:48:06+00:00
815639385530101762,1547,7793,2017-01-01 19:22:38+00:00
815390420867969024,3551,9781,2017-01-01 02:53:20+00:00
814986499976527872,1183,7230,2016-12-31 00:08:17+00:00
814638523311648768,2515,10649,2016-12-30 01:05:33+00:00
814578408554463233,5438,0,2016-12-29 21:06:41+00:00
814530161257443328,1732,8187,2016-12-29 17:54:58+00:00
