tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stages,retweet_count,favorite_count,created_at,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
668237644992782336,2015-11-22 01:20:44+00:00,Twitter for iPhone,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,https://twitter.com/dog_rates/status/668237644992782336/photo/1,10.0,10.0,Torque,,2411.0,5422.0,2015-11-22 01:20:44+00:00,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1.0,Chow,0.8093199999999999,True,Minivan,0.0713106999999999,False,Pekinese,0.0378695999999999,True
668248472370458624,2015-11-22 02:03:45+00:00,Twitter for iPhone,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,https://twitter.com/dog_rates/status/668248472370458624/photo/1,8.0,10.0,Bisquick,,406.0,838.0,2015-11-22 02:03:45+00:00,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1.0,Chihuahua,0.7345470000000001,True,Miniature_pinscher,0.0682943999999999,True,Toy_terrier,0.0463671,True
668256321989451776,2015-11-22 02:34:57+00:00,Twitter for iPhone,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,https://twitter.com/dog_rates/status/668256321989451776/photo/1,13.0,10.0,Jareld,,516.0,1144.0,2015-11-22 02:34:57+00:00,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1.0,Canoe,0.407683,False,Paddle,0.11555,False,Pembroke,0.0944294,True
668274247790391296,2015-11-22 03:46:11+00:00,Twitter for iPhone,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,https://twitter.com/dog_rates/status/668274247790391296/photo/1,10.0,10.0,Sophie,,196.0,716.0,2015-11-22 03:46:11+00:00,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,1.0,Soft-coated_wheaten_terrier,0.4063739999999999,True,Lakeland_terrier,0.263854,True,Toy_poodle,0.150844,True
668286279830867968,2015-11-22 04:33:59+00:00,Twitter for iPhone,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,https://twitter.com/dog_rates/status/668286279830867968/photo/1,11.0,10.0,Rusty,,116.0,434.0,2015-11-22 04:33:59+00:00,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,1.0,Golden_retriever,0.215944,True,Basset,0.189214,True,Cardigan,0.1130099999999999,True
668480044826800133,2015-11-22 17:23:57+00:00,Twitter for iPhone,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,https://twitter.com/dog_rates/status/668480044826800133/photo/1,11.0,10.0,DayZ,,127.0,394.0,2015-11-22 17:23:57+00:00,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,1.0,Arctic_fox,0.119243,False,Labrador_retriever,0.0999648,True,Pug,0.0867165,True
668496999348633600,2015-11-22 18:31:19+00:00,Twitter for iPhone,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,https://twitter.com/dog_rates/status/668496999348633600/photo/1,8.0,10.0,Jo,,114.0,358.0,2015-11-22 18:31:19+00:00,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,1.0,Staffordshire_bullterrier,0.412879,True,Miniature_pinscher,0.161488,True,American_staffordshire_terrier,0.112495,True
668528771708952576,2015-11-22 20:37:34+00:00,Twitter for iPhone,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,https://twitter.com/dog_rates/status/668528771708952576/photo/1,12.0,10.0,Gòrdón,,188.0,401.0,2015-11-22 20:37:34+00:00,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,1.0,Labrador_retriever,0.1958349999999999,True,Kuvasz,0.1216069999999999,True,English_setter,0.0814643999999999,True
668537837512433665,2015-11-22 21:13:35+00:00,Twitter for iPhone,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba,https://twitter.com/dog_rates/status/668537837512433665/photo/1,8.0,10.0,Spark,,61.0,226.0,2015-11-22 21:13:35+00:00,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,1.0,Lakeland_terrier,0.372988,True,Toy_poodle,0.250445,True,Chihuahua,0.189737,True
668567822092664832,2015-11-22 23:12:44+00:00,Twitter for iPhone,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,https://twitter.com/dog_rates/status/668567822092664832/photo/1,11.0,10.0,Marvin,,46.0,206.0,2015-11-22 23:12:44+00:00,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,1.0,Shih-tzu,0.985649,True,Lhasa,0.00707832,True,Pekinese,0.00305323,True
668620235289837568,2015-11-23 02:41:01+00:00,Twitter for iPhone,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx,https://twitter.com/dog_rates/status/668620235289837568/photo/1,10.0,10.0,Kallie,,35.0,180.0,2015-11-23 02:41:01+00:00,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,1.0,Crash_helmet,0.757942,False,Toaster,0.0374968,False,Mouse,0.0272709,False
668623201287675904,2015-11-23 02:52:48+00:00,Twitter for iPhone,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj,https://twitter.com/dog_rates/status/668623201287675904/photo/1,10.0,10.0,Jomathan,,651.0,1242.0,2015-11-23 02:52:48+00:00,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,4.0,Chihuahua,0.708163,True,Pomeranian,0.0913718999999999,True,Titi,0.0673255,False
668625577880875008,2015-11-23 03:02:14+00:00,Twitter for iPhone,This is Maks. Maks just noticed something wasn't right. 10/10 https://t.co/0zBycaxyvs,https://twitter.com/dog_rates/status/668625577880875008/photo/1,10.0,10.0,Maks,,112.0,326.0,2015-11-23 03:02:14+00:00,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,1.0,Ox,0.0715361,False,Groenendael,0.0544548,True,Angora,0.045028,False
668627278264475648,2015-11-23 03:09:00+00:00,Twitter for iPhone,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo,https://twitter.com/dog_rates/status/668627278264475648/photo/1,9.0,10.0,Timofy,,96.0,281.0,2015-11-23 03:09:00+00:00,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,1.0,French_bulldog,0.965403,True,Pug,0.00860381,True,Boston_bull,0.00800356,True
668631377374486528,2015-11-23 03:25:17+00:00,Twitter for iPhone,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH,https://twitter.com/dog_rates/status/668631377374486528/photo/1,5.0,10.0,Zeek,,280.0,616.0,2015-11-23 03:25:17+00:00,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,1.0,Miniature_schnauzer,0.904549,True,Australian_terrier,0.0225294,True,Silky_terrier,0.0152432,True
668113020489474048,2015-11-21 17:05:31+00:00,Twitter for iPhone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://twitter.com/dog_rates/status/668113020489474048/photo/1,6.0,10.0,Alfie,,207.0,578.0,2015-11-21 17:05:31+00:00,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1.0,Pembroke,0.548896,True,Cardigan,0.191101,True,Collie,0.0598140999999999,True
667924896115245057,2015-11-21 04:37:59+00:00,Twitter for iPhone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,9.0,10.0,Jiminy,,95.0,263.0,2015-11-21 04:37:59+00:00,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1.0,Labrador_retriever,0.209051,True,Hog,0.20398,False,Newfoundland,0.165914,True
667915453470232577,2015-11-21 04:00:28+00:00,Twitter for iPhone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,10.0,10.0,Otis,,46.0,184.0,2015-11-21 04:00:28+00:00,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1.0,Leatherback_turtle,0.452517,False,Boxer,0.196655,True,Terrapin,0.160983,False
667902449697558528,2015-11-21 03:08:47+00:00,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,9.0,10.0,Cleopatricia,,334.0,753.0,2015-11-21 03:08:47+00:00,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1.0,Norwegian_elkhound,0.298881,True,Malamute,0.279479,True,Eskimo_dog,0.198428,True
668892474547511297,2015-11-23 20:42:48+00:00,Twitter for iPhone,This is Ruffles. He is an Albanian Shoop Da Whoop. He just noticed the camera. Patriotic af. Classy hardwood. 11/10 https://t.co/HyDpTU5Jhj,https://twitter.com/dog_rates/status/668892474547511297/photo/1,11.0,10.0,Ruffles,,126.0,354.0,2015-11-23 20:42:48+00:00,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,1.0,Kelpie,0.421979,True,Collie,0.2270599999999999,True,Cardigan,0.168211,True
892420643555336193,2017-08-01 16:23:56+00:00,Twitter for iPhone,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,,6969.0,33674.0,2017-08-01 16:23:56+00:00,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,Orange,0.0970486,False,Bagel,0.0858511,False,Banana,0.07611,False
667393430834667520,2015-11-19 17:26:08+00:00,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8.0,10.0,Fwed,,50.0,168.0,2015-11-19 17:26:08+00:00,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1.0,Papillon,0.557009,True,Border_collie,0.271963,True,Collie,0.0734729,True
667405339315146752,2015-11-19 18:13:27+00:00,Twitter for iPhone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/667405339315146752/photo/1,7.0,10.0,Biden,,194.0,409.0,2015-11-19 18:13:27+00:00,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,Saint_bernard,0.381377,True,Leonberg,0.127998,True,Golden_retriever,0.0693568,True
667453023279554560,2015-11-19 21:22:56+00:00,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/667453023279554560/photo/1,11.0,10.0,Cupcake,,73.0,279.0,2015-11-19 21:22:56+00:00,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,Labrador_retriever,0.8256700000000001,True,French_bulldog,0.0566394,True,Staffordshire_bullterrier,0.0540183999999999,True
667455448082227200,2015-11-19 21:32:34+00:00,Twitter Web Client,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://twitter.com/dog_rates/status/667455448082227200/photo/1,7.0,10.0,Reese,,53.0,171.0,2015-11-19 21:32:34+00:00,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1.0,Tibetan_terrier,0.676376,True,Irish_terrier,0.0549334,True,Yorkshire_terrier,0.0405755,True
667495797102141441,2015-11-20 00:12:54+00:00,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://twitter.com/dog_rates/status/667495797102141441/photo/1,9.0,10.0,Philippe,,231.0,458.0,2015-11-20 00:12:54+00:00,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1.0,Chihuahua,0.143957,True,Christmas_stocking,0.1186509999999999,False,Ski_mask,0.0924817,False
667502640335572993,2015-11-20 00:40:05+00:00,Twitter Web Client,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,https://twitter.com/dog_rates/status/667502640335572993/photo/1,11.0,10.0,Hall,,193.0,485.0,2015-11-20 00:40:05+00:00,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1.0,Labrador_retriever,0.996709,True,Golden_retriever,0.00168821,True,Beagle,0.0007116669999999,True
667517642048163840,2015-11-20 01:39:42+00:00,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://twitter.com/dog_rates/status/667517642048163840/photo/1,8.0,10.0,Dook,,165.0,331.0,2015-11-20 01:39:42+00:00,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1.0,Italian_greyhound,0.125176,True,Standard_poodle,0.0845715,True,Cocker_spaniel,0.0813469,True
667530908589760512,2015-11-20 02:32:25+00:00,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/667530908589760512/photo/1,10.0,10.0,Naphaniel,,206.0,409.0,2015-11-20 02:32:25+00:00,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,Golden_retriever,0.633037,True,Kuvasz,0.146391,True,Labrador_retriever,0.0461837,True
667534815156183040,2015-11-20 02:47:56+00:00,Twitter Web Client,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://twitter.com/dog_rates/status/667534815156183040/photo/1,8.0,10.0,Frank,,443.0,715.0,2015-11-20 02:47:56+00:00,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,Pembroke,0.435254,True,Cardigan,0.307407,True,Cocker_spaniel,0.0331583,True
667544320556335104,2015-11-20 03:25:43+00:00,Twitter Web Client,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/667544320556335104/photo/1,10.0,10.0,Kial,,456.0,759.0,2015-11-20 03:25:43+00:00,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True
667546741521195010,2015-11-20 03:35:20+00:00,Twitter Web Client,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://twitter.com/dog_rates/status/667546741521195010/photo/1,9.0,10.0,George,,106.0,303.0,2015-11-20 03:35:20+00:00,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1.0,Toy_poodle,0.787424,True,Miniature_poodle,0.202225,True,Teddy,0.00404722,False
667728196545200128,2015-11-20 15:36:22+00:00,Twitter Web Client,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/667728196545200128/photo/1,11.0,10.0,Olive,,126.0,323.0,2015-11-20 15:36:22+00:00,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1.0,Kuvasz,0.360159,True,Golden_retriever,0.293744,True,Labrador_retriever,0.270673,True
667766675769573376,2015-11-20 18:09:16+00:00,Twitter Web Client,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,https://twitter.com/dog_rates/status/667766675769573376/photo/1,9.0,10.0,Calvin,,185.0,371.0,2015-11-20 18:09:16+00:00,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1.0,Fire_engine,0.8834930000000001,False,Tow_truck,0.0747338999999999,False,Jeep,0.0127726,False
667806454573760512,2015-11-20 20:47:20+00:00,Twitter for iPhone,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/667806454573760512/photo/1,10.0,10.0,Filup,,416.0,924.0,2015-11-20 20:47:20+00:00,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1.0,Toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon_griffon,0.112799,True
667878741721415682,2015-11-21 01:34:35+00:00,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2.0,10.0,Tedrick,,101.0,347.0,2015-11-21 01:34:35+00:00,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1.0,Seat_belt,0.200373,False,Miniature_pinscher,0.106003,True,Schipperke,0.1047329999999999,True
667885044254572545,2015-11-21 01:59:37+00:00,Twitter for iPhone,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10.0,10.0,Stu,,398.0,728.0,2015-11-21 01:59:37+00:00,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1.0,Malamute,0.0885297,True,Golden_retriever,0.0874986,True,Muzzle,0.0750077,False
667886921285246976,2015-11-21 02:07:05+00:00,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11.0,10.0,Erik,,906.0,1642.0,2015-11-21 02:07:05+00:00,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1.0,Pomeranian,0.8004319999999999,True,Pekinese,0.168445,True,Chihuahua,0.00894952,True
667211855547486208,2015-11-19 05:24:37+00:00,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9.0,10.0,Genevieve,,209.0,426.0,2015-11-19 05:24:37+00:00,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,Golden_retriever,0.462556,True,Labrador_retriever,0.454937,True,Kuvasz,0.0241933,True
667200525029539841,2015-11-19 04:39:35+00:00,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11.0,10.0,Joshwa,,227.0,542.0,2015-11-19 04:39:35+00:00,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1.0,Siberian_husky,0.694904,True,Malamute,0.232006,True,Eskimo_dog,0.0506351,True
667171260800061440,2015-11-19 02:43:18+00:00,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10.0,10.0,Kenneth,,71.0,186.0,2015-11-19 02:43:18+00:00,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1.0,Giant_schnauzer,0.8412649999999999,True,Lakeland_terrier,0.0527442,True,Irish_water_spaniel,0.0344017,True
666447344410484738,2015-11-17 02:46:43+00:00,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9.0,10.0,Scout,,19.0,90.0,2015-11-17 02:46:43+00:00,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1.0,Curly-coated_retriever,0.322084,True,Giant_schnauzer,0.287955,True,Labrador_retriever,0.166331,True
666454714377183233,2015-11-17 03:16:00+00:00,Twitter for iPhone,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10.0,10.0,Kreggory,,179.0,447.0,2015-11-17 03:16:00+00:00,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1.0,Dalmatian,0.278954,True,Labrador_retriever,0.237612,True,Great_pyrenees,0.171106,True
666644823164719104,2015-11-17 15:51:26+00:00,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9.0,10.0,Jimothy,,68.0,207.0,2015-11-17 15:51:26+00:00,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1.0,Ibizan_hound,0.0443334,True,Pembroke,0.0432093,True,West_highland_white_terrier,0.0389056,True
666691418707132416,2015-11-17 18:56:35+00:00,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8.0,10.0,Christoper,,41.0,159.0,2015-11-17 18:56:35+00:00,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1.0,German_shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True
666739327293083650,2015-11-17 22:06:57+00:00,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10.0,10.0,Lugan,,59.0,206.0,2015-11-17 22:06:57+00:00,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1.0,Miniature_poodle,0.546933,True,Cocker_spaniel,0.1652549999999999,True,Toy_poodle,0.0959589,True
